Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter,Birth_Country,Salary,Contract_Type
36,2021,P,Andre Jackson,25,3,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,804000.0,Rookie
37,2021,P,Phil Bickford,25,55,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,79,1,0,0,0,0,0,Right,No,USA,848000.0,Rookie
38,2021,P,Garrett Cleavinger,27,21,3,2,0,1,1,0,0,0,0,0,0,1,0.5,0.5,1.0,1.5,286,2,0,0,1,0,0,Right,No,USA,827000.0,Rookie
39,2021,P,Jimmy Nelson,32,26,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Dominican Republic,933000.0,Rookie
40,2021,P,Joe Kelly,33,46,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Puerto Rico,749000.0,Rookie
41,2021,P,Josiah Gray,23,2,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Dominican Republic,870000.0,Rookie
42,2021,P,Evan Phillips,26,7,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,807000.0,Rookie
43,2021,P,Corey Knebel,29,26,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Puerto Rico,812000.0,Rookie
44,2021,P,Dennis Santana,25,14,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,875000.0,Rookie
45,2021,P,Brusdar Graterol,22,34,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,870000.0,Rookie
46,2021,P,Justin Bruihl,24,21,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Puerto Rico,934000.0,Rookie
47,2021,P,Yefry Ramírez,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No,Dominican Republic,748000.0,Rookie
48,2021,P,Kenley Jansen,33,66,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes,Netherlands Antilles,18000000.0,Star
49,2021,P,Nate Jones,35,7,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,876000.0,Rookie
50,2021,P,James Sherfy,29,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Venezuela,845000.0,Rookie
51,2021,P,Jake Reed,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,779000.0,Rookie
52,2021,P,Scott Alexander,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,737000.0,Rookie
53,2021,P,Mike Kickham,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,739000.0,Rookie
54,2021,P,Kevin Quackenbush,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,913000.0,Rookie
55,2021,P,Andrew Vasquez,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,761000.0,Rookie
56,2021,P,Victor González,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,790000.0,Rookie
57,2021,P,Blake Treinen,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,769000.0,Rookie
58,2021,P,Neftalí Feliz,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,797000.0,Rookie
59,2021,P,Darien Núñez,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Dominican Republic,735000.0,Rookie
60,2021,P,Conner Greene,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Dominican Republic,832000.0,Rookie
61,2021,P,Shane Greene,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,735000.0,Rookie
1,2020,C,Will Smith,25,37,137,114,23,33,9,0,8,25,0,0,20,22,0.289,0.401,0.579,0.98,162,66,2,2,0,1,1,Right,No,USA,22889000.0,Star
2,2020,1B,Max Muncy,29,58,248,203,36,39,4,0,12,27,1,0,39,60,0.192,0.331,0.389,0.72,95,79,3,4,0,2,2,Left,No,USA,8473000.0,Mid
3,2020,2B,Enrique Hernández,28,48,148,139,20,32,8,1,5,20,0,1,6,31,0.23,0.27,0.41,0.68,81,57,5,2,0,1,0,Right,No,Puerto Rico,5064000.0,Arbitration
4,2020,SS,Corey Seager,26,52,232,212,38,65,12,1,15,41,1,0,17,37,0.307,0.358,0.585,0.943,150,124,8,1,0,2,0,Left,No,USA,26587000.0,Superstar
5,2020,3B,Justin Turner,35,42,175,150,26,46,9,1,4,23,1,0,18,26,0.307,0.4,0.46,0.86,133,69,2,6,0,1,0,Right,No,USA,15432000.0,Star
6,2020,LF,AJ Pollock,32,55,210,196,30,54,9,0,16,34,2,2,12,45,0.276,0.314,0.566,0.881,132,111,6,0,0,2,1,Right,No,USA,19017000.0,Star
7,2020,CF,Cody Bellinger,24,56,243,213,33,51,10,0,12,30,6,1,30,42,0.239,0.333,0.455,0.789,112,97,4,0,0,0,2,Left,No,USA,6342000.0,Arbitration
8,2020,RF,Mookie Betts,27,55,246,219,47,64,9,1,16,39,10,2,24,38,0.292,0.366,0.562,0.927,147,123,2,2,0,1,1,Right,No,USA,25718000.0,Superstar
9,2020,DH,Joc Pederson,28,43,138,121,21,23,4,0,7,16,1,0,11,34,0.19,0.285,0.397,0.681,83,48,5,5,0,0,0,Left,No,USA,5530000.0,Arbitration
10,2020,UT,Chris Taylor,29,56,214,185,30,50,10,2,8,32,3,2,26,55,0.27,0.366,0.476,0.842,127,88,3,2,1,0,0,Right,No,USA,23167000.0,Star
11,2020,C,Austin Barnes,30,29,104,86,14,21,3,0,1,9,3,0,13,24,0.244,0.353,0.314,0.667,84,27,0,2,2,1,0,Right,No,USA,5503000.0,Arbitration
12,2020,3B,Edwin Rios,26,32,83,76,13,19,6,0,8,17,0,0,4,18,0.25,0.301,0.645,0.946,147,49,2,2,0,1,0,Left,No,USA,840000.0,Rookie
13,2020,2B,Gavin Lux,22,19,69,63,8,11,2,0,3,8,1,0,6,19,0.175,0.246,0.349,0.596,59,22,0,0,0,0,0,Left,No,USA,878000.0,Rookie
14,2020,UT,Matt Beaty,27,21,54,50,8,11,1,0,2,5,0,0,2,14,0.22,0.278,0.36,0.638,72,18,3,2,0,0,0,Left,No,Dominican Republic,820000.0,Rookie
15,2020,C,Keibert Ruiz,21,2,8,8,1,2,0,0,1,1,0,0,0,3,0.25,0.25,0.625,0.875,126,5,0,0,0,0,0,Right,Yes,Puerto Rico,733000.0,Rookie
16,2020,UT,Zach McKinstry,25,4,7,7,1,2,1,0,0,0,0,0,0,3,0.286,0.286,0.429,0.714,90,3,1,0,0,0,0,Left,No,USA,841000.0,Rookie
17,2020,DH,Terrance Gore,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Japan,927000.0,Rookie
18,2020,P,Dustin May,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,758000.0,Rookie
19,2020,P,Scott Alexander,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Puerto Rico,869000.0,Rookie
20,2020,P,Julio Urías,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Cuba,763000.0,Rookie
21,2020,P,Jake McGee,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,836000.0,Rookie
22,2020,P,Dennis Santana,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Dominican Republic,741000.0,Rookie
23,2020,P,Victor González,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Japan,817000.0,Rookie
24,2020,P,Walker Buehler,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,883000.0,Rookie
25,2020,P,Blake Treinen,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Venezuela,795000.0,Rookie
26,2020,P,Joe Kelly,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,864000.0,Rookie
27,2020,P,Kenley Jansen,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes,Netherlands Antilles,18000000.0,Star
28,2020,P,Caleb Ferguson,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,920000.0,Rookie
29,2020,P,Adam Kolarek,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,771000.0,Rookie
30,2020,P,Clayton Kershaw,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,35000000.0,Superstar
31,2020,P,Pedro Báez,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Puerto Rico,753000.0,Rookie
32,2020,P,Mitch White,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,934000.0,Rookie
33,2020,P,Tony Gonsolin,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,920000.0,Rookie
34,2020,P,Alex Wood,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,837000.0,Rookie
35,2020,P,Brusdar Graterol,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Venezuela,902000.0,Rookie
36,2020,P,Dylan Floro,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,833000.0,Rookie
37,2020,P,Ross Stripling,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Puerto Rico,855000.0,Rookie
38,2020,P,Josh Sborz,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,739000.0,Rookie
1,2019,C,Austin Barnes,29,75,242,212,28,43,12,1,5,25,3,0,23,56,0.203,0.293,0.34,0.633,67,72,8,5,0,2,3,Right,No,USA,3067000.0,Arbitration
2,2019,1B,Max Muncy,28,141,589,487,101,122,22,1,35,98,4,1,90,149,0.251,0.374,0.515,0.889,132,251,5,8,0,4,1,Left,No,USA,7832000.0,Arbitration
3,2019,2B,Enrique Hernández,27,130,460,414,57,98,19,1,17,64,4,0,36,97,0.237,0.304,0.411,0.715,87,170,9,6,0,4,3,Right,No,Puerto Rico,6605000.0,Arbitration
4,2019,SS,Corey Seager,25,134,541,489,82,133,44,1,19,87,1,0,44,98,0.272,0.335,0.483,0.817,112,236,8,4,0,4,3,Left,No,USA,8495000.0,Mid
5,2019,3B,Justin Turner,34,135,549,479,80,139,24,0,27,67,2,0,51,88,0.29,0.372,0.509,0.881,130,244,11,14,0,5,1,Right,No,USA,8857000.0,Mid
6,2019,LF,Joc Pederson,27,149,514,450,83,112,16,3,36,74,1,1,50,111,0.249,0.339,0.538,0.876,126,242,4,12,0,2,2,Left,No,Venezuela,7420000.0,Arbitration
7,2019,CF,AJ Pollock,31,86,342,308,49,82,15,1,15,47,5,1,23,74,0.266,0.327,0.468,0.795,107,144,7,7,0,4,1,Right,No,USA,4644000.0,Arbitration
8,2019,RF,Cody Bellinger,23,156,661,558,121,170,34,3,47,115,15,5,95,108,0.305,0.406,0.629,1.035,167,351,10,3,0,4,21,Left,No,USA,7306000.0,Arbitration
9,2019,UT,Chris Taylor,28,124,414,366,52,96,29,4,12,52,8,0,37,115,0.262,0.333,0.462,0.794,107,169,6,4,2,5,3,Right,No,USA,4858000.0,Arbitration
10,2019,OF,Alex Verdugo,23,106,377,343,43,101,22,2,12,44,4,1,26,49,0.294,0.342,0.475,0.817,113,163,8,2,0,6,1,Left,No,Dominican Republic,4477000.0,Arbitration
11,2019,UT,Matt Beaty,26,99,268,249,36,66,19,1,9,46,5,0,17,33,0.265,0.317,0.458,0.775,101,114,6,2,0,0,2,Left,No,Mexico,6297000.0,Arbitration
12,2019,C,Russell Martin,36,83,249,209,29,46,5,0,6,20,1,0,30,60,0.22,0.337,0.33,0.667,78,69,1,8,0,2,3,Right,No,USA,2001000.0,Arbitration
13,2019,C,Will Smith,24,54,196,170,30,43,9,0,15,42,2,0,18,52,0.253,0.337,0.571,0.907,133,97,3,5,0,3,1,Right,No,USA,8771000.0,Mid
14,2019,1B,David Freese,36,79,186,162,35,51,13,0,11,29,0,0,23,44,0.315,0.403,0.599,1.002,160,97,7,1,0,0,0,Right,No,Mexico,9170000.0,Mid
15,2019,2B,Gavin Lux,21,23,82,75,12,18,4,1,2,9,2,0,7,24,0.24,0.305,0.4,0.705,84,30,0,0,0,0,0,Left,No,USA,576000.0,Rookie
16,2019,UT,Kristopher Negrón,33,30,57,54,9,14,1,0,2,7,0,1,3,17,0.259,0.298,0.389,0.687,80,21,1,0,0,0,1,Right,No,Cuba,599000.0,Rookie
17,2019,CI,Edwin Rios,25,28,56,47,10,13,2,1,4,8,0,0,9,21,0.277,0.393,0.617,1.01,161,29,1,0,0,0,0,Left,No,USA,586000.0,Rookie
18,2019,OF,Kyle Garlick,27,30,53,48,8,12,4,0,3,6,0,0,5,19,0.25,0.321,0.521,0.842,117,25,0,0,0,0,1,Right,No,USA,647000.0,Rookie
19,2019,IF,Jedd Gyorko,30,24,39,36,1,5,1,0,0,2,0,0,3,10,0.139,0.205,0.167,0.372,1,6,2,0,0,0,0,Right,No,USA,583000.0,Rookie
20,2019,1B,Tyler White,28,12,26,22,2,1,0,0,0,2,0,0,4,4,0.045,0.192,0.045,0.238,-31,1,0,0,0,0,0,Right,No,USA,659000.0,Rookie
21,2019,C,Rocky Gale,31,5,15,15,1,2,0,0,0,0,0,0,0,7,0.133,0.133,0.133,0.267,-29,2,1,0,0,0,0,Right,No,USA,637000.0,Rookie
22,2019,,Travis d'Arnaud,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,539000.0,Rookie
23,2019,P,Hyun Jin Ryu,32,28,67,51,3,8,1,0,1,3,0,0,4,23,0.157,0.218,0.235,0.453,20,12,0,0,12,0,0,Right,No,South Korea,649000.0,Rookie
24,2019,P,Walker Buehler,24,29,66,59,5,5,0,0,1,2,0,0,4,33,0.085,0.143,0.136,0.278,-25,8,0,0,3,0,0,Right,No,USA,525000.0,Rookie
25,2019,P,Clayton Kershaw,31,28,65,49,1,5,1,0,0,1,0,0,1,16,0.102,0.12,0.122,0.242,-35,6,0,0,15,0,0,Left,No,USA,35000000.0,Superstar
26,2019,P,Kenta Maeda,31,38,61,48,3,12,2,0,0,6,0,0,0,13,0.25,0.25,0.292,0.542,43,14,0,0,13,0,0,Right,No,Dominican Republic,565000.0,Rookie
27,2019,P,Ross Stripling,29,27,24,20,1,3,0,0,0,1,0,0,2,7,0.15,0.227,0.15,0.377,4,3,1,0,2,0,0,Right,No,USA,641000.0,Rookie
28,2019,P,Rich Hill,39,11,20,18,0,3,1,0,0,1,0,0,1,9,0.167,0.211,0.222,0.433,15,4,0,0,1,0,0,Left,No,Puerto Rico,640000.0,Rookie
29,2019,P,Julio Urías,22,35,18,12,0,3,0,0,0,2,0,0,1,4,0.25,0.308,0.25,0.558,51,3,0,0,5,0,0,Left,No,USA,630000.0,Rookie
30,2019,P,Tony Gonsolin,25,10,14,13,2,4,0,0,0,1,0,0,0,4,0.308,0.308,0.308,0.615,64,4,0,0,1,0,0,Right,No,Dominican Republic,628000.0,Rookie
31,2019,P,Dustin May,21,13,11,11,0,1,0,0,0,0,0,0,0,4,0.091,0.091,0.091,0.182,-51,1,0,0,0,0,0,Right,No,USA,554000.0,Rookie
32,2019,P,Brock Stewart,27,3,3,3,1,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,154,2,0,0,0,0,0,Left,No,USA,520000.0,Rookie
33,2019,P,Joe Kelly,31,52,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No,Dominican Republic,569000.0,Rookie
34,2019,P,Casey Sadler,28,23,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,534000.0,Rookie
35,2019,P,Dennis Santana,23,3,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,167,1,0,0,0,0,0,Right,No,USA,613000.0,Rookie
36,2019,P,Yimi García,28,61,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No,USA,560000.0,Rookie
37,2019,P,Caleb Ferguson,22,42,2,2,1,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,281,2,0,0,0,0,0,Right,No,USA,656000.0,Rookie
38,2019,P,Dylan Floro,28,46,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,605000.0,Rookie
39,2019,P,Kenley Jansen,31,59,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes,Netherlands Antilles,18000000.0,Star
40,2019,P,JT Chargois,28,19,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes,Venezuela,528000.0,Rookie
41,2019,P,Scott Alexander,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,639000.0,Rookie
42,2019,P,Jaime Schultz,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Dominican Republic,648000.0,Rookie
43,2019,P,Zac Rosscup,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Dominican Republic,582000.0,Rookie
44,2019,P,Adam Kolarek,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Cuba,600000.0,Rookie
45,2019,P,Pedro Báez,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Puerto Rico,624000.0,Rookie
46,2019,P,Josh Sborz,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Dominican Republic,534000.0,Rookie
1,2018,C,Yasmani Grandal,29,140,518,440,65,106,23,2,24,68,2,1,72,124,0.241,0.349,0.466,0.815,121,205,12,3,0,3,1,Right,Yes,Mexico,9519000.0,Mid
2,2018,1B,Cody Bellinger,22,162,632,557,84,145,28,7,25,76,14,1,69,151,0.26,0.343,0.47,0.814,120,262,7,3,0,3,9,Left,No,USA,4305000.0,Arbitration
3,2018,2B,Logan Forsythe,31,70,211,193,18,40,10,0,2,13,2,0,17,43,0.207,0.27,0.29,0.56,54,56,5,0,0,1,1,Right,No,USA,811000.0,Rookie
4,2018,SS,Chris Taylor,27,155,604,536,85,136,35,8,17,63,9,6,55,178,0.254,0.331,0.444,0.775,110,238,5,9,0,4,0,Right,No,USA,4886000.0,Arbitration
5,2018,3B,Justin Turner,33,103,426,365,62,114,31,1,14,52,2,1,47,54,0.312,0.406,0.518,0.924,151,189,10,12,0,2,3,Right,No,USA,11093000.0,Mid
6,2018,LF,Joc Pederson,26,148,443,395,65,98,27,3,25,56,1,5,40,85,0.248,0.321,0.522,0.843,125,206,6,4,1,3,3,Left,No,USA,6611000.0,Arbitration
7,2018,CF,Enrique Hernández,26,145,462,402,67,103,17,3,21,52,3,0,50,78,0.256,0.336,0.47,0.806,117,189,3,1,4,5,5,Right,No,Puerto Rico,7048000.0,Arbitration
8,2018,RF,Yasiel Puig,27,125,444,405,60,108,21,1,23,63,15,5,36,87,0.267,0.327,0.494,0.82,120,200,15,1,0,2,2,Right,No,Cuba,11592000.0,Mid
9,2018,OF,Matt Kemp,33,146,506,462,62,134,25,0,21,85,0,0,36,115,0.29,0.338,0.481,0.818,121,222,14,1,0,7,2,Right,No,USA,8993000.0,Mid
10,2018,CI,Max Muncy,27,137,481,395,75,104,17,2,35,79,3,0,79,131,0.263,0.391,0.582,0.973,161,230,4,5,0,2,6,Left,No,USA,15379000.0,Star
11,2018,IF,Manny Machado,25,66,296,267,36,73,14,2,13,42,6,1,25,53,0.273,0.338,0.487,0.825,122,130,12,2,0,2,6,Right,No,Dominican Republic,7271000.0,Arbitration
12,2018,C,Austin Barnes,28,100,238,200,32,41,5,0,4,14,4,3,31,67,0.205,0.329,0.29,0.619,72,58,7,6,1,0,4,Right,No,USA,2269000.0,Arbitration
13,2018,2B,Chase Utley,39,87,187,164,18,35,10,1,1,14,3,1,17,34,0.213,0.305,0.305,0.61,68,50,3,5,0,1,2,Left,No,Venezuela,1436000.0,Rookie
14,2018,2B,Brian Dozier,31,47,170,143,16,26,9,0,5,20,4,0,24,33,0.182,0.3,0.35,0.65,77,50,5,1,0,2,0,Right,No,USA,2499000.0,Arbitration
15,2018,SS,Corey Seager,24,26,115,101,13,27,5,1,2,13,0,0,11,17,0.267,0.348,0.396,0.744,103,40,2,2,0,1,1,Left,No,USA,2772000.0,Arbitration
16,2018,OF,Alex Verdugo,22,37,86,77,11,20,6,0,1,4,0,0,8,14,0.26,0.329,0.377,0.706,93,29,4,0,1,0,0,Left,No,Dominican Republic,605000.0,Rookie
17,2018,3B,Kyle Farmer,27,39,77,68,1,16,4,1,0,9,0,0,5,15,0.235,0.312,0.324,0.635,74,22,1,3,0,1,1,Right,No,Dominican Republic,540000.0,Rookie
18,2018,CI,David Freese,35,19,47,39,9,15,2,1,2,9,0,0,6,16,0.385,0.489,0.641,1.13,206,25,0,2,0,0,0,Right,No,USA,602000.0,Rookie
19,2018,UT,Breyvic Valera,26,20,34,29,4,5,0,0,0,4,0,0,4,4,0.172,0.273,0.172,0.445,26,5,0,0,1,0,0,Right,Yes,USA,606000.0,Rookie
20,2018,OF,Andrew Toles,26,17,32,30,5,7,2,0,0,4,1,0,2,8,0.233,0.281,0.3,0.581,59,9,1,0,0,0,1,Left,No,Dominican Republic,531000.0,Rookie
21,2018,OF,Tim Locastro,25,18,14,11,6,2,1,0,0,0,4,0,2,5,0.182,0.357,0.273,0.63,76,3,0,1,0,0,0,Right,No,USA,517000.0,Rookie
22,2018,C,Rocky Gale,30,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Mexico,626000.0,Rookie
23,2018,P,Clayton Kershaw,30,25,57,46,1,11,2,0,0,7,0,0,7,11,0.239,0.34,0.283,0.622,73,13,0,0,4,0,0,Left,No,USA,35000000.0,Superstar
24,2018,P,Alex Wood,27,31,50,44,1,2,0,0,0,0,1,0,0,25,0.045,0.045,0.045,0.091,-75,2,0,0,6,0,0,Right,No,USA,516000.0,Rookie
25,2018,P,Walker Buehler,23,22,47,43,1,7,0,0,0,1,0,0,2,21,0.163,0.2,0.163,0.363,1,7,0,0,2,0,0,Right,No,USA,659000.0,Rookie
26,2018,P,Rich Hill,38,23,45,43,2,4,0,0,0,2,0,0,0,15,0.093,0.093,0.093,0.186,-49,4,1,0,2,0,0,Left,No,USA,516000.0,Rookie
27,2018,P,Kenta Maeda,30,39,40,32,0,3,0,0,0,0,0,0,0,9,0.094,0.094,0.094,0.188,-48,3,1,0,8,0,0,Right,No,Venezuela,613000.0,Rookie
28,2018,P,Ross Stripling,28,35,37,33,0,3,0,0,0,2,1,0,0,13,0.091,0.091,0.091,0.182,-50,3,0,0,4,0,0,Right,No,USA,657000.0,Rookie
29,2018,P,Hyun Jin Ryu,31,16,30,26,4,7,1,0,0,2,0,0,2,13,0.269,0.321,0.308,0.629,74,8,0,0,2,0,0,Right,No,South Korea,544000.0,Rookie
30,2018,P,Scott Alexander,28,67,6,5,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No,USA,529000.0,Rookie
31,2018,P,Caleb Ferguson,21,28,5,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,10,1,1,0,0,0,0,Right,No,Mexico,526000.0,Rookie
32,2018,P,Pedro Báez,30,53,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Puerto Rico,554000.0,Rookie
33,2018,P,Dennis Santana,22,2,2,2,0,1,1,0,0,2,0,0,0,1,0.5,0.5,1.0,1.5,296,2,0,0,0,0,0,Right,No,USA,523000.0,Rookie
34,2018,P,Brock Stewart,26,9,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,Dominican Republic,613000.0,Rookie
35,2018,P,Wilmer Font,28,6,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,Right,No,USA,517000.0,Rookie
36,2018,P,Daniel Hudson,31,37,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,585000.0,Rookie
